,index,Unnamed: 0,folder,dialogueID,date,from1,chatter,cycle,text,Label
3798,7944,7944,60,26.tsv,2011-12-23T11:10:00.000Z,xosuitehearts,chatter1,,in /var/log/ I see 2 syslog files. one is syslog and the other is syslog.1,
3799,7946,7946,60,26.tsv,2011-12-23T11:11:00.000Z,xosuitehearts,chatter1,,"ok, so then just try the apt-get command?",
3800,7948,7948,60,26.tsv,2011-12-23T11:12:00.000Z,xosuitehearts,chatter1,,alright I did apt-get and the verbose command is -v,
3801,7950,7950,60,26.tsv,2011-12-23T11:13:00.000Z,xosuitehearts,chatter1,,so what do you want me to do with -v?,
3802,7952,7952,60,26.tsv,2011-12-23T11:13:00.000Z,xosuitehearts,chatter1,,so sudo apt-get upgrade -v?,
3803,7954,7954,60,26.tsv,2011-12-23T11:14:00.000Z,xosuitehearts,chatter1,,this is all i got: apt 0.8.13.2ubuntu4.3 for i386 compiled on Nov 22 2011 20:48:27,
3804,7956,7956,60,26.tsv,2011-12-23T11:16:00.000Z,xosuitehearts,chatter1,,yeah i didnt think so either,
3805,7957,7957,60,26.tsv,2011-12-23T11:16:00.000Z,xosuitehearts,chatter1,,what to do next?,
3806,7959,7959,60,26.tsv,2011-12-23T11:18:00.000Z,xosuitehearts,chatter1,,so what should I do?,
3807,7961,7961,60,26.tsv,2011-12-23T11:20:00.000Z,xosuitehearts,chatter1,,I installed it a long time ago about 3 months ago,
3808,7962,7962,60,26.tsv,2011-12-23T11:20:00.000Z,xosuitehearts,chatter1,,how do I reinstall?,
3809,7964,7964,60,26.tsv,2011-12-23T11:21:00.000Z,xosuitehearts,chatter1,,so should I wipe it or reinstall?,
3810,7968,7968,60,26.tsv,2011-12-23T11:22:00.000Z,xosuitehearts,chatter1,,so when it asks to do a clean install - format it all,
3811,7969,7969,60,26.tsv,2011-12-23T11:22:00.000Z,xosuitehearts,chatter1,,"also, should I be using 11.10?",
3812,7972,7972,60,26.tsv,2011-12-23T11:24:00.000Z,xosuitehearts,chatter1,,whats the difference between LTS and the regular?,
3813,7974,7974,60,26.tsv,2011-12-23T11:25:00.000Z,xosuitehearts,chatter1,,what do you mean support?,
3814,7977,7977,60,26.tsv,2011-12-23T11:26:00.000Z,xosuitehearts,chatter1,,so pretty much is better?,
3815,7978,7978,60,26.tsv,2011-12-23T11:27:00.000Z,xosuitehearts,chatter1,,can I do a fresh install with it?,
3816,7980,7980,60,26.tsv,2011-12-23T11:28:00.000Z,xosuitehearts,chatter1,1.0,"alright, thank you for everything. Ill be back at some point once everything is backed up. thanks Pangolin",
3817,7981,7981,60,214.tsv,2010-05-01T19:24:00.000Z,mikebot,chatter1,0.0,Does anyone know why it says 'No Indicators' in the top right on my panel? (UNR 10.4),
3818,7984,7984,60,214.tsv,2010-05-01T19:25:00.000Z,mikebot,chatter1,,geekphreak: Is there a way to get it where my logout/shutdown/etc button is there again?,
3819,7986,7986,60,214.tsv,2010-05-01T19:26:00.000Z,mikebot,chatter1,,How do I add things to the panel?,
3820,7989,7989,60,214.tsv,2010-05-01T19:29:00.000Z,mikebot,chatter1,,"Yes, that killed my panel",9
3821,7991,7991,60,214.tsv,2010-05-01T19:29:00.000Z,mikebot,chatter1,,"Wait, when I alt-tabbed back to my other terminal window the panel reappeared",
3822,7992,7992,60,214.tsv,2010-05-01T19:29:00.000Z,mikebot,chatter1,,Yes,
3823,7993,7993,60,214.tsv,2010-05-01T19:30:00.000Z,mikebot,chatter1,,"But the buttons for remove from panel, move, and lock to panel are all still grey'd out",
3824,7994,7994,60,214.tsv,2010-05-01T19:31:00.000Z,mikebot,chatter1,,"OK, did that. It came back and is in the same state :(",
3825,7995,7995,60,214.tsv,2010-05-01T19:31:00.000Z,mikebot,chatter1,,(And still says 'No Indicators' where my logout button should be.),
3826,7997,7997,60,214.tsv,2010-05-01T19:32:00.000Z,mikebot,chatter1,,Thank you.,
3827,7998,7998,60,214.tsv,2010-05-01T19:32:00.000Z,mikebot,chatter1,,I really appreciate it.,
3828,8000,8000,60,214.tsv,2010-05-01T19:34:00.000Z,mikebot,chatter1,,Just since I updated to 10.4 last night,
3829,8002,8002,60,214.tsv,2010-05-01T19:35:00.000Z,mikebot,chatter1,,No clue,
3830,8005,8005,60,214.tsv,2010-05-01T19:36:00.000Z,mikebot,chatter1,,Yeah. I was using the same user. But now I am in a test user I just created 15 minutes ago.,
3831,8007,8007,60,214.tsv,2010-05-01T19:36:00.000Z,mikebot,chatter1,,"Currently, yes",
3832,8008,8008,60,214.tsv,2010-05-01T19:36:00.000Z,mikebot,chatter1,,"Or, a fresh upgrade.",
3833,8009,8009,60,214.tsv,2010-05-01T19:44:00.000Z,mikebot,chatter1,,any luck?,
3834,8011,8011,60,214.tsv,2010-05-01T19:44:00.000Z,mikebot,chatter1,,"OK, thanks",
3835,8013,8013,60,214.tsv,2010-05-01T19:45:00.000Z,mikebot,chatter1,,Yeah. I guess I'll wait a week or so to see if other people have the same problem./,
3836,8015,8015,60,214.tsv,2010-05-01T19:46:00.000Z,mikebot,chatter1,,unfortunately no. I can give you my e-mail address?,
3837,8017,8017,60,214.tsv,2010-05-01T19:47:00.000Z,mikebot,chatter1,,"OK, I'll make an account.",
3838,8018,8018,60,214.tsv,2010-05-01T19:47:00.000Z,mikebot,chatter1,,brb,
3839,8019,8019,60,214.tsv,2010-05-01T19:52:00.000Z,mikebot,chatter1,,ubuntuforums.orgA,
3840,8020,8020,60,214.tsv,2010-05-01T19:58:00.000Z,mikebot,chatter1,,http://ubuntuforums.org/showthread.php?p=9210365#post9210365,
3841,8022,8022,60,214.tsv,2010-05-01T20:00:00.000Z,mikebot,chatter1,,"Yeah. When I click on each they open up the programs theya re suppsed to (though I din't use those so it's the, like, Welcome screen).",
3842,8025,8025,60,214.tsv,2010-05-01T20:05:00.000Z,mikebot,chatter1,,sudo: dpkg-reconfiglibatk1.0-0: command not found,
3843,8026,8026,60,214.tsv,2010-05-01T20:05:00.000Z,mikebot,chatter1,,"Oh, I need a space?",
3844,8028,8028,60,214.tsv,2010-05-01T20:06:00.000Z,mikebot,chatter1,,Do I just need a space?,
3845,8029,8029,60,214.tsv,2010-05-01T20:06:00.000Z,mikebot,chatter1,,after '...reconfig',
3846,8032,8032,60,214.tsv,2010-05-01T20:08:00.000Z,mikebot,chatter1,,http://pastebin.com/cxkdXvCa,
3847,8035,8035,60,214.tsv,2010-05-01T20:10:00.000Z,mikebot,chatter1,,Haha. No problem. One moment please.,
3848,8037,8037,60,214.tsv,2010-05-01T20:12:00.000Z,mikebot,chatter1,,"OK, one moment please.",
3849,8038,8038,60,214.tsv,2010-05-01T20:14:00.000Z,mikebot,chatter1,,"It's the same. Unfortunately I must be off, but thank you very much for your help. And I will check that forum post as well",
3850,8040,8040,60,214.tsv,2010-05-01T20:16:00.000Z,mikebot,chatter1,1.0,Thank you very much for all your help. Best.,
3851,8041,8041,60,411.tsv,2005-12-16T07:00:00.000Z,ejofee,chatter1,0.0,any way i could use debian sources?,
3852,8042,8042,60,411.tsv,2005-12-16T07:00:00.000Z,ejofee,chatter1,,(hope i didn't ask anything wrong),
3853,8044,8044,60,411.tsv,2005-12-16T07:03:00.000Z,ejofee,chatter1,,i can't find gaim-silc :((,
3854,8045,8045,60,411.tsv,2005-12-16T07:03:00.000Z,ejofee,chatter1,,what is the difference between universe and multiverse?,
3855,8049,8049,60,411.tsv,2005-12-16T07:05:00.000Z,ejofee,chatter1,,"(you said: 'apt-get source...') are you talking about me using debian sources, or about gaim-silc?",
3856,8051,8051,60,411.tsv,2005-12-16T07:06:00.000Z,ejofee,chatter1,,any idea why? like some general rules as to which debian packages are not to be found in ubuntu?,
3857,8052,8052,60,411.tsv,2005-12-16T07:06:00.000Z,ejofee,chatter1,,('why' = 'why gaim-silc is not found in ubuntu'),5
3858,8055,8055,60,411.tsv,2005-12-16T07:07:00.000Z,ejofee,chatter1,,and no general rules as to which ones are ignored by ubuntu?,
3859,8056,8056,60,411.tsv,2005-12-16T07:07:00.000Z,ejofee,chatter1,,"oh, i see. thanks.",
3860,8059,8059,60,411.tsv,2005-12-16T07:15:00.000Z,ejofee,chatter1,,"topyli, samppa: so wherever i find a source line ending in 'universe' i can safely add 'multiverse', right?",
3861,8061,8061,60,411.tsv,2005-12-16T07:17:00.000Z,ejofee,chatter1,,thanks again.,
3862,8063,8063,60,411.tsv,2005-12-20T17:17:00.000Z,ejofee,chatter1,,:D,
3863,8066,8066,60,411.tsv,2005-12-21T07:29:00.000Z,ejofee,chatter1,,are you... seveas?!,
3864,8068,8068,60,411.tsv,2005-12-21T07:29:00.000Z,ejofee,chatter1,,didn't know seveas was ... somebody :),
3865,8069,8069,60,411.tsv,2005-12-21T07:30:00.000Z,ejofee,chatter1,,"well, i can access no sources of the packages",
3866,8070,8070,60,411.tsv,2005-12-21T07:31:00.000Z,ejofee,chatter1,,"it's not that i need any. i am a newbye, all i needed is to test how the equivalent of a rpm.src worked in synaptic... so i added -src to the seveas deb repo and... nothing was added on reload",
3867,8073,8073,60,411.tsv,2005-12-21T07:32:00.000Z,ejofee,chatter1,,"but i should have seen some changes to the total number of packages, right?",
3868,8074,8074,60,411.tsv,2005-12-21T07:32:00.000Z,ejofee,chatter1,,(in synaptic),
3869,8075,8075,60,411.tsv,2005-12-21T07:33:00.000Z,ejofee,chatter1,,i think i don't understand,
3870,8078,8078,60,411.tsv,2005-12-21T07:34:00.000Z,ejofee,chatter1,,do you mean the source is... included in a deb package?!,
3871,8081,8081,60,411.tsv,2005-12-28T16:16:00.000Z,ejofee,chatter1,,hi and nice to see you again,
3872,8082,8082,60,411.tsv,2005-12-28T16:16:00.000Z,ejofee,chatter1,,... what happened to your repo?!,
3873,8083,8083,60,411.tsv,2005-12-28T16:17:00.000Z,ejofee,chatter1,,were you on vacation? :),
3874,8084,8084,60,411.tsv,2005-12-28T16:17:00.000Z,ejofee,chatter1,,"no, this is not what i want to know! :)",
3875,8085,8085,60,411.tsv,2005-12-28T16:17:00.000Z,ejofee,chatter1,,i know it already,
3876,8087,8087,60,411.tsv,2005-12-28T16:21:00.000Z,ejofee,chatter1,,"your repo is unaccessible, and so were you these past several days",
3877,8089,8089,60,411.tsv,2005-12-28T16:22:00.000Z,ejofee,chatter1,,what mirrors?!,
3878,8090,8090,60,411.tsv,2005-12-28T16:22:00.000Z,ejofee,chatter1,,i didn't know anything about mirrors,
3879,8091,8091,60,411.tsv,2005-12-28T16:22:00.000Z,ejofee,chatter1,,please give me one,
3880,8093,8093,60,411.tsv,2005-12-28T16:23:00.000Z,ejofee,chatter1,,ohh...,
3881,8094,8094,60,411.tsv,2006-01-02T06:50:00.000Z,ejofee,chatter1,,what do you think about adding gaim2.0.0beta1 to your repo?,
3882,8096,8096,60,411.tsv,2006-01-02T06:50:00.000Z,ejofee,chatter1,,doesn't build properly?!,
3883,8099,8099,60,411.tsv,2006-01-02T07:13:00.000Z,ejofee,chatter1,,they suck if they work.,
3884,8100,8100,60,411.tsv,2006-01-02T07:13:00.000Z,ejofee,chatter1,1.0,haven't found anyone which is working,
3885,8101,8101,60,381.tsv,2006-05-27T16:43:00.000Z,Old,chatter1,0.0,Dont.. please,
3886,8102,8102,60,381.tsv,2006-05-27T16:43:00.000Z,Old,chatter1,,"Im not having an attitude, but I'm really having it tough finding a work, And i get paid for this. As long as i get paid i do whatever it takes so get money so i can make a living.",
3887,8109,8109,60,381.tsv,2006-05-27T05:58:00.000Z,Old,chatter1,,it's in /home/cs/warservers/speedlink,
3888,8112,8112,60,381.tsv,2006-05-27T06:02:00.000Z,Old,chatter1,,this is how i start it: http://paste.ubuntu-nl.org/14420,
3889,8117,8117,60,381.tsv,2006-05-27T06:08:00.000Z,Old,chatter1,,any ideas why i get that error? I cant seem to understand it,
3890,8123,8123,60,381.tsv,2006-05-27T06:46:00.000Z,Old,chatter1,,can you understand this?: Output from command .. ./settings.conf: line 2: : command not found ./settings.conf: line 10: : command not found ./settings.conf: line 29: : command not found ./settings.conf: line 34: : command not found ./settings.conf: line 36: : command not found usage ./start.sh start|stop|restart|status|watch|clean,
3891,8125,8125,60,381.tsv,2006-05-27T06:49:00.000Z,Old,chatter1,,http://www.ew-clan.co.uk/tuts/images/webtut2.jpg,2
3892,8128,8128,60,381.tsv,2006-05-27T06:50:00.000Z,Old,chatter1,,does this command work on ubuntu?: sh start.sh start,
3893,8131,8131,60,381.tsv,2006-05-27T06:51:00.000Z,Old,chatter1,,what do you mean? what should i write there?,
3894,8134,8134,60,381.tsv,2006-05-27T07:08:00.000Z,Old,chatter1,,what's dmS ?,
3895,8137,8137,60,381.tsv,2006-05-27T07:10:00.000Z,Old,chatter1,,how do i kill all procces having 'speedlink' in their name ?,
3896,8143,8143,60,381.tsv,2006-05-27T07:52:00.000Z,Old,chatter1,,you got any clues of how todo an alias? ex ./speedlink would do screen ./hlds_run -game cstrike +maxplayers 12 -port 27031 +map de_dust2 % ?,
3897,8147,8147,60,381.tsv,2006-05-27T07:53:00.000Z,Old,chatter1,,where is it ?,
3898,8151,8151,60,381.tsv,2006-05-27T07:55:00.000Z,Old,chatter1,,how would it else know where to start the server?,
3899,8153,8153,60,381.tsv,2006-05-27T07:56:00.000Z,Old,chatter1,,the dir is /home/speedlink/ and the command is: ./hlds_run -game cstrike +maxplayers 12 -port 27031 +map de_dust2 %,
3900,8155,8155,60,381.tsv,2006-05-27T07:58:00.000Z,Old,chatter1,,http://paste.ubuntu-nl.org/14425 - would this work?,
3901,8158,8158,60,381.tsv,2006-05-27T08:00:00.000Z,Old,chatter1,,"it's a game-server, I just need to know if that looks correctly (dont bother about the ./hlds_run path)",
3902,8161,8161,60,225.tsv,2008-03-02T12:14:00.000Z,ankitj,chatter1,0.0,"Hi all.Need help.I have two ubuntu boxes ,both 7.10 , physically 15 mtrs apart,both connected to Net through adsl modem,and we have wifi enabled in my laptops.Now i want to share files amongst them through wireless.i am pretty naive on this.Help.",
3903,8163,8163,60,225.tsv,2008-03-02T12:16:00.000Z,ankitj,chatter1,,Thanks in Aadvance,
3904,8175,8175,60,225.tsv,2008-03-02T12:23:00.000Z,ankitj,chatter1,,Network controller: Intel Corporation PRO/Wireless 3945ABG Network Connection (rev 02),
3905,8204,8204,60,225.tsv,2008-03-02T12:40:00.000Z,ankitj,chatter1,,:coolness,
3906,8221,8221,60,453.tsv,2005-06-29T06:26:00.000Z,mbirkis,chatter1,0.0,anyone got the terminal as background howto working from ubuntuforums.org? i have some issues with it,
3907,8223,8223,60,453.tsv,2005-06-29T06:27:00.000Z,mbirkis,chatter1,,yes... have you read the howto?,5
3908,8225,8225,60,453.tsv,2005-06-29T06:27:00.000Z,mbirkis,chatter1,,ok... can you help me?,
3909,8227,8227,60,453.tsv,2005-06-29T06:29:00.000Z,mbirkis,chatter1,,i followed the howto... but i am having difficulties placing the eterm where i wan't it on the screen... i also need to get rid of the border of eterm and the bar on the top with the minimise maximise stuff,
3910,8229,8229,60,453.tsv,2005-06-29T06:29:00.000Z,mbirkis,chatter1,,yes,
3911,8231,8231,60,453.tsv,2005-06-29T06:29:00.000Z,mbirkis,chatter1,,"ok... i see, thnx anyway",
3912,8233,8233,60,453.tsv,2005-06-29T06:30:00.000Z,mbirkis,chatter1,,oh ;),
3913,8234,8234,60,453.tsv,2005-06-29T06:30:00.000Z,mbirkis,chatter1,,please do...,
3914,8236,8236,60,453.tsv,2005-06-29T06:31:00.000Z,mbirkis,chatter1,,i wan't it to start automatically and place itself to the top right of the screen,8
3915,8238,8238,60,453.tsv,2005-06-29T06:32:00.000Z,mbirkis,chatter1,,1sec,
3916,8239,8239,60,453.tsv,2005-06-29T06:32:00.000Z,mbirkis,chatter1,,www.ubuntuforums.org/showthread.php?t=36811,
3917,8242,8242,60,453.tsv,2005-06-29T06:34:00.000Z,mbirkis,chatter1,,ok,
3918,8243,8243,60,453.tsv,2005-06-29T06:35:00.000Z,mbirkis,chatter1,,but how do i know what to put in the geometry option?,
3919,8246,8246,60,453.tsv,2005-06-29T06:35:00.000Z,mbirkis,chatter1,,yes,
3920,8247,8247,60,453.tsv,2005-06-29T06:35:00.000Z,mbirkis,chatter1,,ok,
3921,8249,8249,60,453.tsv,2005-06-29T06:37:00.000Z,mbirkis,chatter1,,checking,
3922,8250,8250,60,453.tsv,2005-06-29T06:39:00.000Z,mbirkis,chatter1,,hmm... my whole gnome stopped...,
3923,8252,8252,60,453.tsv,2005-06-29T06:40:00.000Z,mbirkis,chatter1,,not better... worse,
3924,8254,8254,60,453.tsv,2005-06-29T06:40:00.000Z,mbirkis,chatter1,,probably saves you alot of headache,
3925,8257,8257,60,453.tsv,2005-06-29T06:42:00.000Z,mbirkis,chatter1,,sure,
3926,8259,8259,60,453.tsv,2005-06-29T06:44:00.000Z,mbirkis,chatter1,,nice,
3927,8262,8262,60,453.tsv,2005-06-29T06:45:00.000Z,mbirkis,chatter1,,it was nice... only thing wrong with it was kde! :),
3928,8264,8264,60,453.tsv,2005-06-29T06:49:00.000Z,mbirkis,chatter1,,what was the system info you had on the desktop?,
3929,8266,8266,60,453.tsv,2005-06-29T06:51:00.000Z,mbirkis,chatter1,,ok nice... can i use it in gnome to?,
3930,8269,8269,60,453.tsv,2005-06-29T06:52:00.000Z,mbirkis,chatter1,,but it looks good on your desktop,
3931,8270,8270,60,453.tsv,2005-06-29T06:52:00.000Z,mbirkis,chatter1,,how hard work?,
3932,8273,8273,60,453.tsv,2005-06-29T06:56:00.000Z,mbirkis,chatter1,,i got it but it sits on the bottom left... how does one move torsmo?,
3933,8276,8276,60,453.tsv,2005-06-29T07:02:00.000Z,mbirkis,chatter1,,nope.... i have discardet it,
3934,8277,8277,60,453.tsv,2005-06-29T07:02:00.000Z,mbirkis,chatter1,,it kept dissappearing from the screen,
3935,8281,8281,60,369.tsv,2006-07-09T12:09:00.000Z,slowz3r,chatter1,0.0,hey,
3936,8282,8282,60,369.tsv,2006-07-09T12:09:00.000Z,slowz3r,chatter1,,think someone can help me out real quick,
3937,8283,8283,60,369.tsv,2006-07-09T12:11:00.000Z,slowz3r,chatter1,,For some reason i cant get ubuntu to boot from CD..i tried the Bootimage on a floppy too and that still doesnt work..any ideas....,
3938,8284,8284,60,369.tsv,2006-07-09T12:12:00.000Z,slowz3r,chatter1,,...,
3939,8285,8285,60,369.tsv,2006-07-09T12:14:00.000Z,slowz3r,chatter1,,Anyone here open for questions..lol..any help will be appreciated,
3940,8286,8286,60,369.tsv,2006-07-09T12:16:00.000Z,slowz3r,chatter1,,Ok..for some reason i cant get Ubuntu to boot from the cd.. i tried sbootmgr.dsk too and when i do that and i select the CD drive i get a 'Cd error'  any help pleas,5
3941,8287,8287,60,369.tsv,2006-07-09T12:18:00.000Z,slowz3r,chatter1,,Ok..for some reason i cant get Ubuntu to boot from the cd.. i tried sbootmgr.dsk too and when i do that and i select the CD drive i get a 'Cd error'  any help,
3942,8291,8291,60,369.tsv,2006-07-09T12:20:00.000Z,slowz3r,chatter1,,it wont even boot off the CD,
3943,8293,8293,60,369.tsv,2006-07-09T12:21:00.000Z,slowz3r,chatter1,,nope,
3944,8295,8295,60,369.tsv,2006-07-09T12:22:00.000Z,slowz3r,chatter1,,"3.2 Ghz p4 extreme edition, gig of PC400",
3945,8299,8299,60,369.tsv,2006-07-09T12:23:00.000Z,slowz3r,chatter1,,my first linux.....Windows is realy to boring..i tried installing Mandriva too and i get an error saying that their is no hd list,
3946,8300,8300,60,369.tsv,2006-07-09T12:23:00.000Z,slowz3r,chatter1,,but dont worry about that i know this isnt a Mandriva IRC,
3947,8301,8301,60,369.tsv,2006-07-09T12:25:00.000Z,slowz3r,chatter1,,you still there?,
3948,8303,8303,60,369.tsv,2006-07-09T12:26:00.000Z,slowz3r,chatter1,,damn...lol,
3949,8305,8305,60,369.tsv,2006-07-09T12:27:00.000Z,slowz3r,chatter1,,i even used the sbootmgr.dsk boot disk and i got the the sbootmgr screen but when i select my drive i get an error,
3950,8306,8306,60,369.tsv,2006-07-09T12:27:00.000Z,slowz3r,chatter1,,I dont get an error..it just wont boot from CD,
3951,8308,8308,60,369.tsv,2006-07-09T12:28:00.000Z,slowz3r,chatter1,,ok like ill set it to boot from CD and then it will go through the boot sequence like their is no CD their..then it will bootinto windoes,
3952,8309,8309,60,369.tsv,2006-07-09T12:28:00.000Z,slowz3r,chatter1,,and the error with sbootmgr is just a little red box and 'error0x0,
3953,8313,8313,60,369.tsv,2006-07-09T12:29:00.000Z,slowz3r,chatter1,,ya i know how to get into my bios..ya and it is set to bootfist,
3954,8316,8316,60,369.tsv,2006-07-09T12:30:00.000Z,slowz3r,chatter1,,ya thats what i said..ive fortmatted with windows many times..,
3955,8317,8317,60,369.tsv,2006-07-09T12:30:00.000Z,slowz3r,chatter1,,and what realy gets me mad and wants me to urinate on my PC is that i cant even get Mendriva past formatting,
3956,8319,8319,60,369.tsv,2006-07-09T12:32:00.000Z,slowz3r,chatter1,,ya ive even watched some tutorial ubuntu and it looks so simple but noo its all compicated,
3957,8321,8321,60,369.tsv,2006-07-09T12:33:00.000Z,slowz3r,chatter1,,ya i tried everything....when u installed did u just set to boot from CD and let it go or what,
3958,8323,8323,60,369.tsv,2006-07-09T12:35:00.000Z,slowz3r,chatter1,,isnt their a way to install from desktop or no ?,
3959,8326,8326,60,369.tsv,2006-07-09T12:36:00.000Z,slowz3r,chatter1,,ive downloaded all 3 and tried,
3960,8328,8328,60,369.tsv,2006-07-09T12:37:00.000Z,slowz3r,chatter1,,ive downloaded Desktop CD(x86) Serverinstall Cd(X86) and Alternat install cd (x86),
3961,8330,8330,60,369.tsv,2006-07-09T12:38:00.000Z,slowz3r,chatter1,,ever heard of somthing like this happening,
3962,8332,8332,60,369.tsv,2006-07-09T12:39:00.000Z,slowz3r,chatter1,,i dobut it but is it possible but can i be burning ti 'wrong'..lol,
3963,8335,8335,60,369.tsv,2006-07-09T12:40:00.000Z,slowz3r,chatter1,,let me pop the disk in now..and i did order a CD ..i just dont wanna wait..,
3964,8336,8336,60,369.tsv,2006-07-09T12:42:00.000Z,slowz3r,chatter1,,"this is the desktop Cd files..disk,bin,casper,disctree,dist,install,isolinux,pics,pool,preseed,programs  those are the folders here are the individual files... autorun,md5sum,readme.diskdefnes,start and an ubuntu file that is 0k so i dunno what that is",
3965,8338,8338,60,369.tsv,2006-07-09T12:44:00.000Z,slowz3r,chatter1,,u said to explore the CD and tell u waht was in it,
3966,8340,8340,60,369.tsv,2006-07-09T12:44:00.000Z,slowz3r,chatter1,1.0,oopps..lol..,
3967,8341,8341,60,406.tsv,2005-12-30T12:56:00.000Z,godzuki,chatter1,0.0,anybody here know of any bugs with ubuntu and ext3?,
3968,8342,8342,60,406.tsv,2005-12-30T12:56:00.000Z,godzuki,chatter1,,I'm trying to mount this ext3 drive,
3969,8343,8343,60,406.tsv,2005-12-30T12:56:00.000Z,godzuki,chatter1,,but it won't give me read/write,
3970,8344,8344,60,406.tsv,2005-12-30T12:56:00.000Z,godzuki,chatter1,,and I can't change permissions,
3971,8359,8359,60,406.tsv,2005-12-30T13:08:00.000Z,godzuki,chatter1,,"I init 3 ed a while ago, I'm gonna reboot real fast.",
3972,8361,8361,60,406.tsv,2005-12-30T13:14:00.000Z,godzuki,chatter1,,ok back,
3973,8367,8367,60,406.tsv,2005-12-30T13:18:00.000Z,godzuki,chatter1,,would you like to see my sudoers file?,3
3974,8369,8369,60,406.tsv,2005-12-30T13:19:00.000Z,godzuki,chatter1,,http://paste.ubuntu-nl.org/6167,
3975,8371,8371,60,406.tsv,2005-12-30T13:21:00.000Z,godzuki,chatter1,,"andrew is me, what should i change?",
3976,8373,8373,60,406.tsv,2005-12-30T13:21:00.000Z,godzuki,chatter1,,yes,
3977,8376,8376,60,406.tsv,2005-12-30T13:24:00.000Z,godzuki,chatter1,,now sudo is borked,
3978,8378,8378,60,406.tsv,2005-12-30T13:25:00.000Z,godzuki,chatter1,,you set a root password right?,
3979,8380,8380,60,406.tsv,2005-12-30T13:26:00.000Z,godzuki,chatter1,,I did it though,
3980,8381,8381,60,406.tsv,2005-12-30T13:26:00.000Z,godzuki,chatter1,,how else would I have restored sudo?,
3981,8384,8384,60,406.tsv,2005-12-30T13:27:00.000Z,godzuki,chatter1,,"what I did from install to now: set root password, added my name to sudo list",
3982,8385,8385,60,406.tsv,2005-12-30T13:27:00.000Z,godzuki,chatter1,,cause sudo didn't work before,
3983,8386,8386,60,406.tsv,2005-12-30T13:27:00.000Z,godzuki,chatter1,,how do you unset the root password?,
3984,8388,8388,60,406.tsv,2005-12-30T13:27:00.000Z,godzuki,chatter1,,no this is kubuntu,
3985,8390,8390,60,406.tsv,2005-12-30T13:27:00.000Z,godzuki,chatter1,,in kubuntu sudo was broke,
3986,8392,8392,60,406.tsv,2005-12-30T13:29:00.000Z,godzuki,chatter1,,"it was broke to start out with, then I added myself to sudoers file, but maybe that was just a hack",
3987,8393,8393,60,406.tsv,2005-12-30T13:30:00.000Z,godzuki,chatter1,,I just want my system fixed :-((((((,
3988,8395,8395,60,406.tsv,2005-12-30T13:30:00.000Z,godzuki,chatter1,,you mean users and groups?,
3989,8397,8397,60,406.tsv,2005-12-30T13:32:00.000Z,godzuki,chatter1,,"i am so confused by this interface, what in the name of god am I doing",
3990,8401,8401,60,228.tsv,2008-02-17T05:50:00.000Z,icesword,chatter1,0.0,i am in china,
3991,8402,8402,60,228.tsv,2008-02-17T05:39:00.000Z,icesword,chatter1,,do not know where is it,
3992,8405,8405,60,228.tsv,2008-02-17T05:40:00.000Z,icesword,chatter1,,yeah,
3993,8407,8407,60,228.tsv,2008-02-17T05:41:00.000Z,icesword,chatter1,,u guess,
3994,8409,8409,60,228.tsv,2008-02-17T05:42:00.000Z,icesword,chatter1,,"why u guess that,there are so many countries",
3995,8411,8411,60,228.tsv,2008-02-17T05:43:00.000Z,icesword,chatter1,,"right click on my name ,see",
3996,8413,8413,60,228.tsv,2008-02-17T05:44:00.000Z,icesword,chatter1,,then whois my ip,
3997,8415,8415,60,228.tsv,2008-02-17T05:48:00.000Z,icesword,chatter1,,"then u go to some whois site,like u google whois,then use that whois my ip",
3998,8416,8416,60,228.tsv,2008-02-17T05:58:00.000Z,icesword,chatter1,,fourx4luvn i s in usa,6
3999,8417,8417,60,228.tsv,2008-02-17T05:59:00.000Z,icesword,chatter1,,why ask that,
4000,8419,8419,60,228.tsv,2008-02-17T06:00:00.000Z,icesword,chatter1,,?,
4001,8420,8420,60,228.tsv,2008-02-17T06:01:00.000Z,icesword,chatter1,,"that is good,u can have girl friend now",
4002,8422,8422,60,228.tsv,2008-02-17T06:02:00.000Z,icesword,chatter1,,what is u mother languauge,
4003,8424,8424,60,228.tsv,2008-02-17T06:03:00.000Z,icesword,chatter1,,there are so many languauges,
4004,8427,8427,60,228.tsv,2008-02-17T06:03:00.000Z,icesword,chatter1,,many of them are dieing,
4005,8428,8428,60,228.tsv,2008-02-17T06:27:00.000Z,icesword,chatter1,,i still awake,
4006,8430,8430,60,228.tsv,2008-02-17T06:27:00.000Z,icesword,chatter1,,what version,
4007,8432,8432,60,228.tsv,2008-02-17T06:28:00.000Z,icesword,chatter1,,"u should,it is not good",
4008,8434,8434,60,228.tsv,2008-02-17T06:29:00.000Z,icesword,chatter1,,"u computer won't get tired, not u",
4009,8436,8436,60,228.tsv,2008-02-17T06:30:00.000Z,icesword,chatter1,,"how could u say it ancient,u still got 256m ram",
4010,8438,8438,60,228.tsv,2008-02-17T06:31:00.000Z,icesword,chatter1,,that cpu is slow,
4011,8440,8440,60,228.tsv,2008-02-17T06:32:00.000Z,icesword,chatter1,,"u should use some small linux onit,like puppy,damn small linux",
4012,8443,8443,60,228.tsv,2008-02-17T06:33:00.000Z,icesword,chatter1,,coz x window use too much mem,
